EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
779127,MARTIN CO.,GRANADA,09/20/2018,1652,Tornado, ,EF1,0,0,1500000,0,MN,CST-6, ,129557,C,91,MPX,0,0,NWS Storm Survey, ,5.3,220,0,SW,5,E,GRANADA,09/20/2018,1657,43.698,-94.353,43.7077,-94.2478,"A NWS Storm survey confirmed an EF1 tornado developed just west of the City of Granada, and tracked eastward for 5.3 miles as it moved into Faribault County. The average width was 220 yards and damaged several homes in Granada, before moving across farmland to the east. Numerous large trees were uprooted or blown down. The damage in Granada was consistent with EF1 damage as large sections of roof structures were removed, and one house was shifted from its foundation. Highest winds were estimated at 105 mph.","A violent outbreak of significant straight line winds, downburst winds, and multiple tornadoes occurred during the afternoon and early evening across southern Minnesota. ||During the afternoon of Thursday, September 20th, a warm front lifted northward across far southern Minnesota. By the late afternoon, the warm front lied from just south of the Minnesota River, northeast to around the city of Wabasha. ||Several thunderstorms developed in southwest Minnesota, and northwest Iowa. These storms moved into far southern Minnesota and quickly intensified and raced off to the east-northeast along, and north of this warm front. ||Damage reports started to come into the office around 4 PM CST in Martin County, with multiple reports of significant damage from south of Mankato, to Waseca, then northeast through Waterville, Morristown, Owatonna, Faribault, Northfield, Cannon Falls, and Red Wing before moving into west central Wisconsin. ||A long, and several day storm survey indicated at least XX confirmed tornadoes occurred in a widespread area of damaging winds from Martin County, northeast into west central Wisconsin. ||The most destruction part of the storm occurred around Waterville, Morristown, Owatonna, Faribault and Cannon Falls. These cities all reported homes, buildings and warehouses either damaged or destroyed. ||Hundreds of large, mature trees were uprooted or snapped along this path of destruction, including numerous trees up to 4 feet in diameter. In addition to the trees, structural damage was widespread including the Faribault airport where 80 planes were either damaged or destroyed as hangers were blown off their foundation. ||The towns of Waterville and Faribault had the most homes damaged which was associated with EF2 tornado damage.  ||Two miles west of the Faribault airport, a resort area on Roberds Lake had upwords of 75 percent of the trees uprooted or blown down on the east side of the lake. Some of the trees landed on homes and split them in half.",139
779354,FARIBAULT CO.,HUNTLEY,09/20/2018,1657,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,129557,C,43,MPX,0,0,NWS Storm Survey, ,1.18,70,2,S,2,SE,HUNTLEY,09/20/2018,1659,43.7077,-94.2478,43.7098,-94.2244,"This is the continuation of the Martin County tornado that continued into Faribault County before dissipating in a field approximately 1.2 miles east of the county line. Most of the damage was associated with downed trees and power lines. Maximum width was 70 yards with an EF0 rating based on damage.","A violent outbreak of significant straight line winds, downburst winds, and multiple tornadoes occurred during the afternoon and early evening across southern Minnesota. ||During the afternoon of Thursday, September 20th, a warm front lifted northward across far southern Minnesota. By the late afternoon, the warm front lied from just south of the Minnesota River, northeast to around the city of Wabasha. ||Several thunderstorms developed in southwest Minnesota, and northwest Iowa. These storms moved into far southern Minnesota and quickly intensified and raced off to the east-northeast along, and north of this warm front. ||Damage reports started to come into the office around 4 PM CST in Martin County, with multiple reports of significant damage from south of Mankato, to Waseca, then northeast through Waterville, Morristown, Owatonna, Faribault, Northfield, Cannon Falls, and Red Wing before moving into west central Wisconsin. ||A long, and several day storm survey indicated at least XX confirmed tornadoes occurred in a widespread area of damaging winds from Martin County, northeast into west central Wisconsin. ||The most destruction part of the storm occurred around Waterville, Morristown, Owatonna, Faribault and Cannon Falls. These cities all reported homes, buildings and warehouses either damaged or destroyed. ||Hundreds of large, mature trees were uprooted or snapped along this path of destruction, including numerous trees up to 4 feet in diameter. In addition to the trees, structural damage was widespread including the Faribault airport where 80 planes were either damaged or destroyed as hangers were blown off their foundation. ||The towns of Waterville and Faribault had the most homes damaged which was associated with EF2 tornado damage.  ||Two miles west of the Faribault airport, a resort area on Roberds Lake had upwords of 75 percent of the trees uprooted or blown down on the east side of the lake. Some of the trees landed on homes and split them in half.",140
779340,BLUE EARTH CO.,GARDEN CITY,09/20/2018,1658,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,129557,C,13,MPX,0,0,NWS Storm Survey, ,1.15,70,1,SSE,1,E,GARDEN CITY,09/20/2018,1700,44.0432,-94.1665,44.051,-94.146,"A NWS storm survey concluded that an EF0 tornado, with maximum winds of 70 mph, and a width of 70 yards, touched down in a field near Garden City. This tornado tracked 1.2 miles northeast through a farmstead and fairground, before dissipating in a corn field northeast of town. Most of the damage was associated with trees blown down, and a flattened corn fields.","A violent outbreak of significant straight line winds, downburst winds, and multiple tornadoes occurred during the afternoon and early evening across southern Minnesota. ||During the afternoon of Thursday, September 20th, a warm front lifted northward across far southern Minnesota. By the late afternoon, the warm front lied from just south of the Minnesota River, northeast to around the city of Wabasha. ||Several thunderstorms developed in southwest Minnesota, and northwest Iowa. These storms moved into far southern Minnesota and quickly intensified and raced off to the east-northeast along, and north of this warm front. ||Damage reports started to come into the office around 4 PM CST in Martin County, with multiple reports of significant damage from south of Mankato, to Waseca, then northeast through Waterville, Morristown, Owatonna, Faribault, Northfield, Cannon Falls, and Red Wing before moving into west central Wisconsin. ||A long, and several day storm survey indicated at least XX confirmed tornadoes occurred in a widespread area of damaging winds from Martin County, northeast into west central Wisconsin. ||The most destruction part of the storm occurred around Waterville, Morristown, Owatonna, Faribault and Cannon Falls. These cities all reported homes, buildings and warehouses either damaged or destroyed. ||Hundreds of large, mature trees were uprooted or snapped along this path of destruction, including numerous trees up to 4 feet in diameter. In addition to the trees, structural damage was widespread including the Faribault airport where 80 planes were either damaged or destroyed as hangers were blown off their foundation. ||The towns of Waterville and Faribault had the most homes damaged which was associated with EF2 tornado damage.  ||Two miles west of the Faribault airport, a resort area on Roberds Lake had upwords of 75 percent of the trees uprooted or blown down on the east side of the lake. Some of the trees landed on homes and split them in half.",141
779369,BLUE EARTH CO.,RAPIDAN,09/20/2018,1704,Tornado, ,EF0,0,0,50000,0,MN,CST-6, ,129557,C,13,MPX,0,0,NWS Storm Survey, ,0.84,70,1,NNW,1,NNE,RAPIDAN,09/20/2018,1705,44.1155,-94.0785,44.1185,-94.062,"A NWS storm survey, plus video from a drone, concluded that an EF0 tornado touched down north of Rapidan, and moved east for approximately a mile. Damage was confined to a field, and two homes. The main damage was to a home that had a tree fall on its roof.","A violent outbreak of significant straight line winds, downburst winds, and multiple tornadoes occurred during the afternoon and early evening across southern Minnesota. ||During the afternoon of Thursday, September 20th, a warm front lifted northward across far southern Minnesota. By the late afternoon, the warm front lied from just south of the Minnesota River, northeast to around the city of Wabasha. ||Several thunderstorms developed in southwest Minnesota, and northwest Iowa. These storms moved into far southern Minnesota and quickly intensified and raced off to the east-northeast along, and north of this warm front. ||Damage reports started to come into the office around 4 PM CST in Martin County, with multiple reports of significant damage from south of Mankato, to Waseca, then northeast through Waterville, Morristown, Owatonna, Faribault, Northfield, Cannon Falls, and Red Wing before moving into west central Wisconsin. ||A long, and several day storm survey indicated at least XX confirmed tornadoes occurred in a widespread area of damaging winds from Martin County, northeast into west central Wisconsin. ||The most destruction part of the storm occurred around Waterville, Morristown, Owatonna, Faribault and Cannon Falls. These cities all reported homes, buildings and warehouses either damaged or destroyed. ||Hundreds of large, mature trees were uprooted or snapped along this path of destruction, including numerous trees up to 4 feet in diameter. In addition to the trees, structural damage was widespread including the Faribault airport where 80 planes were either damaged or destroyed as hangers were blown off their foundation. ||The towns of Waterville and Faribault had the most homes damaged which was associated with EF2 tornado damage.  ||Two miles west of the Faribault airport, a resort area on Roberds Lake had upwords of 75 percent of the trees uprooted or blown down on the east side of the lake. Some of the trees landed on homes and split them in half.",142
782836,WASECA CO.,SMITHS MILL,09/20/2018,1719,Tornado, ,EF1,0,1,0,0,MN,CST-6, ,129557,C,161,MPX,0,0,NWS Storm Survey, ,7.13,440,1,NNE,7,NE,JANESVILLE,09/20/2018,1725,44.1401,-93.7612,44.1937,-93.6382,"A National Weather Service storm survey concluded that an EF1 tornado tracked 7.1 miles from near the Blue Earth, Waseca county line, northwest of Janesville, then over Lake Elysian, before lifting near the Le Sueur, Waseca county line. Tornado damage was consistent with EF1 damage with winds up to 105 mph, and a maximum path width of 440 yards.  Shortly after touchdown, it hit a home and removed its roof and destroyed the garage. A man in the garage was blown into the yard and suffered a minor injury, but did not require hospitalization. Other damage was confined to trees, outbuildings, and homes. There was also isolated damage on the south side of the tornado track due to severe inflow. Damage was confined to large trees and outbuildings on east side of Lake Elysian.","A violent outbreak of significant straight line winds, downburst winds, and multiple tornadoes occurred during the afternoon and early evening across southern Minnesota. ||During the afternoon of Thursday, September 20th, a warm front lifted northward across far southern Minnesota. By the late afternoon, the warm front lied from just south of the Minnesota River, northeast to around the city of Wabasha. ||Several thunderstorms developed in southwest Minnesota, and northwest Iowa. These storms moved into far southern Minnesota and quickly intensified and raced off to the east-northeast along, and north of this warm front. ||Damage reports started to come into the office around 4 PM CST in Martin County, with multiple reports of significant damage from south of Mankato, to Waseca, then northeast through Waterville, Morristown, Owatonna, Faribault, Northfield, Cannon Falls, and Red Wing before moving into west central Wisconsin. ||A long, and several day storm survey indicated at least XX confirmed tornadoes occurred in a widespread area of damaging winds from Martin County, northeast into west central Wisconsin. ||The most destruction part of the storm occurred around Waterville, Morristown, Owatonna, Faribault and Cannon Falls. These cities all reported homes, buildings and warehouses either damaged or destroyed. ||Hundreds of large, mature trees were uprooted or snapped along this path of destruction, including numerous trees up to 4 feet in diameter. In addition to the trees, structural damage was widespread including the Faribault airport where 80 planes were either damaged or destroyed as hangers were blown off their foundation. ||The towns of Waterville and Faribault had the most homes damaged which was associated with EF2 tornado damage.  ||Two miles west of the Faribault airport, a resort area on Roberds Lake had upwords of 75 percent of the trees uprooted or blown down on the east side of the lake. Some of the trees landed on homes and split them in half.",143
782822,WASECA CO.,WASECA MUNI ARPT,09/20/2018,1720,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,129557,C,161,MPX,0,0,NWS Storm Survey, ,0.73,20,4,NW,4,NNW,WASECA MUNI ARPT,09/20/2018,1721,44.1186,-93.6027,44.1242,-93.5902,"High resolution satellite data and ground surveys confirmed a narrow track through corn east of Janesville. Maximum width was 20 yards with estimated wind damage of 70 mph.","A violent outbreak of significant straight line winds, downburst winds, and multiple tornadoes occurred during the afternoon and early evening across southern Minnesota. ||During the afternoon of Thursday, September 20th, a warm front lifted northward across far southern Minnesota. By the late afternoon, the warm front lied from just south of the Minnesota River, northeast to around the city of Wabasha. ||Several thunderstorms developed in southwest Minnesota, and northwest Iowa. These storms moved into far southern Minnesota and quickly intensified and raced off to the east-northeast along, and north of this warm front. ||Damage reports started to come into the office around 4 PM CST in Martin County, with multiple reports of significant damage from south of Mankato, to Waseca, then northeast through Waterville, Morristown, Owatonna, Faribault, Northfield, Cannon Falls, and Red Wing before moving into west central Wisconsin. ||A long, and several day storm survey indicated at least XX confirmed tornadoes occurred in a widespread area of damaging winds from Martin County, northeast into west central Wisconsin. ||The most destruction part of the storm occurred around Waterville, Morristown, Owatonna, Faribault and Cannon Falls. These cities all reported homes, buildings and warehouses either damaged or destroyed. ||Hundreds of large, mature trees were uprooted or snapped along this path of destruction, including numerous trees up to 4 feet in diameter. In addition to the trees, structural damage was widespread including the Faribault airport where 80 planes were either damaged or destroyed as hangers were blown off their foundation. ||The towns of Waterville and Faribault had the most homes damaged which was associated with EF2 tornado damage.  ||Two miles west of the Faribault airport, a resort area on Roberds Lake had upwords of 75 percent of the trees uprooted or blown down on the east side of the lake. Some of the trees landed on homes and split them in half.",144
782838,WASECA CO.,ALMA CITY,09/20/2018,1720,Tornado, ,EF1,0,0,0,0,MN,CST-6, ,129557,C,161,MPX,0,0,NWS Storm Survey, ,10.88,300,4,SE,5,NE,OTISCO,09/20/2018,1730,43.9926,-93.6634,44.0235,-93.4488,"A NWS storm survey, plus areal footage of drone and satellite data, concluded that an EF1 tornado tracked 10.9 miles from 4 miles north of Waldorf, then dissipated southeast of Waseca.  Tornado damage was consistent with EF1 damage with winds up to 100 mph, and a maximum path width of 300 yards. Damage was confined to trees, but a silo was also damaged.","A violent outbreak of significant straight line winds, downburst winds, and multiple tornadoes occurred during the afternoon and early evening across southern Minnesota. ||During the afternoon of Thursday, September 20th, a warm front lifted northward across far southern Minnesota. By the late afternoon, the warm front lied from just south of the Minnesota River, northeast to around the city of Wabasha. ||Several thunderstorms developed in southwest Minnesota, and northwest Iowa. These storms moved into far southern Minnesota and quickly intensified and raced off to the east-northeast along, and north of this warm front. ||Damage reports started to come into the office around 4 PM CST in Martin County, with multiple reports of significant damage from south of Mankato, to Waseca, then northeast through Waterville, Morristown, Owatonna, Faribault, Northfield, Cannon Falls, and Red Wing before moving into west central Wisconsin. ||A long, and several day storm survey indicated at least XX confirmed tornadoes occurred in a widespread area of damaging winds from Martin County, northeast into west central Wisconsin. ||The most destruction part of the storm occurred around Waterville, Morristown, Owatonna, Faribault and Cannon Falls. These cities all reported homes, buildings and warehouses either damaged or destroyed. ||Hundreds of large, mature trees were uprooted or snapped along this path of destruction, including numerous trees up to 4 feet in diameter. In addition to the trees, structural damage was widespread including the Faribault airport where 80 planes were either damaged or destroyed as hangers were blown off their foundation. ||The towns of Waterville and Faribault had the most homes damaged which was associated with EF2 tornado damage.  ||Two miles west of the Faribault airport, a resort area on Roberds Lake had upwords of 75 percent of the trees uprooted or blown down on the east side of the lake. Some of the trees landed on homes and split them in half.",145
782885,WASECA CO.,JANESVILLE,09/20/2018,1725,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,129557,C,161,MPX,0,0,NWS Storm Survey, ,1.42,125,6,NE,8,NE,JANESVILLE,09/20/2018,1726,44.1816,-93.6305,44.196,-93.61,"A NWS storm survey, plus areal footage of drone and satellite data, concluded that an EF0 tornado tracked 1.4 miles from southwest of Reeds Lake, then northeast to the Waseca, Le Sueur county line. Tornado damage was consistent with EF0 damage with winds up to 75 mph, and a maximum path width of 125 yards.","A violent outbreak of significant straight line winds, downburst winds, and multiple tornadoes occurred during the afternoon and early evening across southern Minnesota. ||During the afternoon of Thursday, September 20th, a warm front lifted northward across far southern Minnesota. By the late afternoon, the warm front lied from just south of the Minnesota River, northeast to around the city of Wabasha. ||Several thunderstorms developed in southwest Minnesota, and northwest Iowa. These storms moved into far southern Minnesota and quickly intensified and raced off to the east-northeast along, and north of this warm front. ||Damage reports started to come into the office around 4 PM CST in Martin County, with multiple reports of significant damage from south of Mankato, to Waseca, then northeast through Waterville, Morristown, Owatonna, Faribault, Northfield, Cannon Falls, and Red Wing before moving into west central Wisconsin. ||A long, and several day storm survey indicated at least XX confirmed tornadoes occurred in a widespread area of damaging winds from Martin County, northeast into west central Wisconsin. ||The most destruction part of the storm occurred around Waterville, Morristown, Owatonna, Faribault and Cannon Falls. These cities all reported homes, buildings and warehouses either damaged or destroyed. ||Hundreds of large, mature trees were uprooted or snapped along this path of destruction, including numerous trees up to 4 feet in diameter. In addition to the trees, structural damage was widespread including the Faribault airport where 80 planes were either damaged or destroyed as hangers were blown off their foundation. ||The towns of Waterville and Faribault had the most homes damaged which was associated with EF2 tornado damage.  ||Two miles west of the Faribault airport, a resort area on Roberds Lake had upwords of 75 percent of the trees uprooted or blown down on the east side of the lake. Some of the trees landed on homes and split them in half.",146
782886,LE SUEUR CO.,WATERVILLE,09/20/2018,1726,Tornado, ,EF1,0,0,0,0,MN,CST-6, ,129557,C,79,MPX,0,0,NWS Storm Survey, ,5.75,330,3,SW,3,NE,WATERVILLE,09/20/2018,1732,44.196,-93.61,44.2545,-93.5275,"This is a continuation path of the tornado that crossed the Waseca, Le Sueur county line southwest of Waterville. ||A NWS storm survey, plus areal footage of drone and satellite data, concluded that an EF1 tornado tracked an additional 5.8 miles from southwest of Waterville, then through the northwest corner of Waterville, or between Lake Tetonka and Upper Sakatah Lake, before lifting on the south side of Horseshoe Lake. Tornado damage was consistent with EF1 damage with winds up to 90 mph, and a maximum path width of 330 yards. Damage along the path occurred to homes, outbuildings, and large trees.","A violent outbreak of significant straight line winds, downburst winds, and multiple tornadoes occurred during the afternoon and early evening across southern Minnesota. ||During the afternoon of Thursday, September 20th, a warm front lifted northward across far southern Minnesota. By the late afternoon, the warm front lied from just south of the Minnesota River, northeast to around the city of Wabasha. ||Several thunderstorms developed in southwest Minnesota, and northwest Iowa. These storms moved into far southern Minnesota and quickly intensified and raced off to the east-northeast along, and north of this warm front. ||Damage reports started to come into the office around 4 PM CST in Martin County, with multiple reports of significant damage from south of Mankato, to Waseca, then northeast through Waterville, Morristown, Owatonna, Faribault, Northfield, Cannon Falls, and Red Wing before moving into west central Wisconsin. ||A long, and several day storm survey indicated at least XX confirmed tornadoes occurred in a widespread area of damaging winds from Martin County, northeast into west central Wisconsin. ||The most destruction part of the storm occurred around Waterville, Morristown, Owatonna, Faribault and Cannon Falls. These cities all reported homes, buildings and warehouses either damaged or destroyed. ||Hundreds of large, mature trees were uprooted or snapped along this path of destruction, including numerous trees up to 4 feet in diameter. In addition to the trees, structural damage was widespread including the Faribault airport where 80 planes were either damaged or destroyed as hangers were blown off their foundation. ||The towns of Waterville and Faribault had the most homes damaged which was associated with EF2 tornado damage.  ||Two miles west of the Faribault airport, a resort area on Roberds Lake had upwords of 75 percent of the trees uprooted or blown down on the east side of the lake. Some of the trees landed on homes and split them in half.",147
782848,WASECA CO.,WASECA,09/20/2018,1728,Tornado, ,EF0,0,0,0,0,MN,CST-6, ,129557,C,161,MPX,0,0,NWS Storm Survey, ,3.91,250,1,E,5,ENE,WASECA,09/20/2018,1731,44.0797,-93.4774,44.1039,-93.4062,"A NWS storm survey, plus areal footage of drone and satellite data, concluded that an EF0 tornado started east of Waseca, and tracked northeast for 3.9 miles until moving into Steele County. This tornado tracked mainly through corn and soy bean fields, and occasionally damaging a few power lines and power poles. The damage was consistent with EF0 damage with maximum wind speeds of 85 mph and a width of 250 yards.","A violent outbreak of significant straight line winds, downburst winds, and multiple tornadoes occurred during the afternoon and early evening across southern Minnesota. ||During the afternoon of Thursday, September 20th, a warm front lifted northward across far southern Minnesota. By the late afternoon, the warm front lied from just south of the Minnesota River, northeast to around the city of Wabasha. ||Several thunderstorms developed in southwest Minnesota, and northwest Iowa. These storms moved into far southern Minnesota and quickly intensified and raced off to the east-northeast along, and north of this warm front. ||Damage reports started to come into the office around 4 PM CST in Martin County, with multiple reports of significant damage from south of Mankato, to Waseca, then northeast through Waterville, Morristown, Owatonna, Faribault, Northfield, Cannon Falls, and Red Wing before moving into west central Wisconsin. ||A long, and several day storm survey indicated at least XX confirmed tornadoes occurred in a widespread area of damaging winds from Martin County, northeast into west central Wisconsin. ||The most destruction part of the storm occurred around Waterville, Morristown, Owatonna, Faribault and Cannon Falls. These cities all reported homes, buildings and warehouses either damaged or destroyed. ||Hundreds of large, mature trees were uprooted or snapped along this path of destruction, including numerous trees up to 4 feet in diameter. In addition to the trees, structural damage was widespread including the Faribault airport where 80 planes were either damaged or destroyed as hangers were blown off their foundation. ||The towns of Waterville and Faribault had the most homes damaged which was associated with EF2 tornado damage.  ||Two miles west of the Faribault airport, a resort area on Roberds Lake had upwords of 75 percent of the trees uprooted or blown down on the east side of the lake. Some of the trees landed on homes and split them in half.",148
782850,STEELE CO.,MERIDEN,09/20/2018,1731,Tornado, ,EF1,0,0,0,0,MN,CST-6, ,129557,C,147,MPX,0,0,NWS Storm Survey, ,7.22,350,2,NW,2,WNW,CLINTON FALLS,09/20/2018,1737,44.1039,-93.4062,44.1616,-93.2848,"This is the continued tornado track from the Waseca County tornado that moved an additional 7.2 miles through northwest Steele County. A storm survey, and high resolution satellite imagery indicated the tornado tracked mainly through corn and soy bean fields, and occasionally damaged a few sheds and outbuildings southwest of Medford. The worst damage was to a silo and grain bin which were destroyed by the tornado. This damage was consistent with EF1 damage with maximum wind speeds of 100 mph and a width of 350 yards.","A violent outbreak of significant straight line winds, downburst winds, and multiple tornadoes occurred during the afternoon and early evening across southern Minnesota. ||During the afternoon of Thursday, September 20th, a warm front lifted northward across far southern Minnesota. By the late afternoon, the warm front lied from just south of the Minnesota River, northeast to around the city of Wabasha. ||Several thunderstorms developed in southwest Minnesota, and northwest Iowa. These storms moved into far southern Minnesota and quickly intensified and raced off to the east-northeast along, and north of this warm front. ||Damage reports started to come into the office around 4 PM CST in Martin County, with multiple reports of significant damage from south of Mankato, to Waseca, then northeast through Waterville, Morristown, Owatonna, Faribault, Northfield, Cannon Falls, and Red Wing before moving into west central Wisconsin. ||A long, and several day storm survey indicated at least XX confirmed tornadoes occurred in a widespread area of damaging winds from Martin County, northeast into west central Wisconsin. ||The most destruction part of the storm occurred around Waterville, Morristown, Owatonna, Faribault and Cannon Falls. These cities all reported homes, buildings and warehouses either damaged or destroyed. ||Hundreds of large, mature trees were uprooted or snapped along this path of destruction, including numerous trees up to 4 feet in diameter. In addition to the trees, structural damage was widespread including the Faribault airport where 80 planes were either damaged or destroyed as hangers were blown off their foundation. ||The towns of Waterville and Faribault had the most homes damaged which was associated with EF2 tornado damage.  ||Two miles west of the Faribault airport, a resort area on Roberds Lake had upwords of 75 percent of the trees uprooted or blown down on the east side of the lake. Some of the trees landed on homes and split them in half.",149
782902,RICE CO.,MORRISTOWN,09/20/2018,1731,Tornado, ,EF2,0,0,0,0,MN,CST-6, ,129557,C,131,MPX,0,0,NWS Storm Survey, ,4.94,300,1,S,1,N,WARSAW,09/20/2018,1736,44.2098,-93.4504,44.2704,-93.3973,"A NWS storm survey, plus areal footage of drone, fixed wing aircraft, and satellite data, concluded that an EF2 tornado tracked nearly 5 miles from southwest of Morristown, north-northeast to just west and north of Cannon Lake before lifting. ||Tornado damage was consistent with EF2 damage with winds up to 130 mph, and a maximum path width of 300 yards. The worst damage occurred on the southeast side of Morristown. ||On the southeast side of Morristown, several family homes had large sections of roof structure removed, and a few had all their exterior walls collapsed. Only small interior rooms were intact.  The remainder of the tornadic track was consistent with uprooted trees, power lines, corn and soy bean field damage, and outbuildings.","A violent outbreak of significant straight line winds, downburst winds, and multiple tornadoes occurred during the afternoon and early evening across southern Minnesota. ||During the afternoon of Thursday, September 20th, a warm front lifted northward across far southern Minnesota. By the late afternoon, the warm front lied from just south of the Minnesota River, northeast to around the city of Wabasha. ||Several thunderstorms developed in southwest Minnesota, and northwest Iowa. These storms moved into far southern Minnesota and quickly intensified and raced off to the east-northeast along, and north of this warm front. ||Damage reports started to come into the office around 4 PM CST in Martin County, with multiple reports of significant damage from south of Mankato, to Waseca, then northeast through Waterville, Morristown, Owatonna, Faribault, Northfield, Cannon Falls, and Red Wing before moving into west central Wisconsin. ||A long, and several day storm survey indicated at least XX confirmed tornadoes occurred in a widespread area of damaging winds from Martin County, northeast into west central Wisconsin. ||The most destruction part of the storm occurred around Waterville, Morristown, Owatonna, Faribault and Cannon Falls. These cities all reported homes, buildings and warehouses either damaged or destroyed. ||Hundreds of large, mature trees were uprooted or snapped along this path of destruction, including numerous trees up to 4 feet in diameter. In addition to the trees, structural damage was widespread including the Faribault airport where 80 planes were either damaged or destroyed as hangers were blown off their foundation. ||The towns of Waterville and Faribault had the most homes damaged which was associated with EF2 tornado damage.  ||Two miles west of the Faribault airport, a resort area on Roberds Lake had upwords of 75 percent of the trees uprooted or blown down on the east side of the lake. Some of the trees landed on homes and split them in half.",150
782865,STEELE CO.,MERIDEN,09/20/2018,1735,Tornado, ,EF1,0,0,0,0,MN,CST-6, ,129557,C,147,MPX,0,0,NWS Storm Survey, ,8.12,300,3,ESE,2,NW,HAVANA,09/20/2018,1742,44.0595,-93.332,44.0925,-93.1749,"A NWS storm survey, plus areal footage of drone and satellite data, concluded that an EF1 tornado started west of Owatonna, and tracked 6.5 miles across the southern and eastern portions of the town, before lifting east of the Brooktree Golf Course. The damage was consistent with EF1 damage with maximum wind speeds of 90 mph and a width of 300 yards. An outbuilding and silo were damaged near the start of the tornado track, with numerous large trees uprooted or blown down in the city of Owatonna. In addition to the tornado damage, severe straight-line winds from inflow of the tornado caused numerous large blown down trees and power poles on the south side of the track.","A violent outbreak of significant straight line winds, downburst winds, and multiple tornadoes occurred during the afternoon and early evening across southern Minnesota. ||During the afternoon of Thursday, September 20th, a warm front lifted northward across far southern Minnesota. By the late afternoon, the warm front lied from just south of the Minnesota River, northeast to around the city of Wabasha. ||Several thunderstorms developed in southwest Minnesota, and northwest Iowa. These storms moved into far southern Minnesota and quickly intensified and raced off to the east-northeast along, and north of this warm front. ||Damage reports started to come into the office around 4 PM CST in Martin County, with multiple reports of significant damage from south of Mankato, to Waseca, then northeast through Waterville, Morristown, Owatonna, Faribault, Northfield, Cannon Falls, and Red Wing before moving into west central Wisconsin. ||A long, and several day storm survey indicated at least XX confirmed tornadoes occurred in a widespread area of damaging winds from Martin County, northeast into west central Wisconsin. ||The most destruction part of the storm occurred around Waterville, Morristown, Owatonna, Faribault and Cannon Falls. These cities all reported homes, buildings and warehouses either damaged or destroyed. ||Hundreds of large, mature trees were uprooted or snapped along this path of destruction, including numerous trees up to 4 feet in diameter. In addition to the trees, structural damage was widespread including the Faribault airport where 80 planes were either damaged or destroyed as hangers were blown off their foundation. ||The towns of Waterville and Faribault had the most homes damaged which was associated with EF2 tornado damage.  ||Two miles west of the Faribault airport, a resort area on Roberds Lake had upwords of 75 percent of the trees uprooted or blown down on the east side of the lake. Some of the trees landed on homes and split them in half.",151
